id,target
0,0.81769
1,0.00122
2,0.05630
3,0.00788
4,0.00786
5,0.16773
6,0.01169
8,0.00838
10,0.05458
11,0.00158
12,0.00643
14,0.00068
15,0.00013
18,0.00772
21,0.00736
23,0.00000
24,0.36082
25,0.01489
27,0.00217
29,0.00026
30,0.99336
31,0.00525
32,0.00635
33,0.00096
37,0.00061
38,0.00096
39,0.00068
40,0.00720
41,0.00433
42,0.27749
44,0.00001
45,0.94535
47,0.04000
49,0.00315
51,0.00046
52,0.09387
53,0.13138
54,0.00001
55,0.16880
56,0.00049
57,0.00394
59,0.00172
60,0.00030
62,0.00260
63,0.06646
67,0.01238
68,0.00074
69,0.00085
70,0.00529
71,0.00110
73,0.00013
75,0.90167
76,0.00029
81,0.01765
82,0.00130
83,0.00006
86,0.00001
87,0.00005
88,0.00047
91,0.00024
92,0.00018
94,0.00290
97,0.15886
100,0.01678
102,0.00112
103,0.02689
105,0.00040
106,0.00154
108,0.00030
113,0.43245
114,0.01684
115,0.00027
118,0.01584
122,0.00079
124,0.00166
126,0.00051
128,0.15032
129,0.00007
130,0.00338
131,0.09278
132,0.00005
133,0.00653
134,0.00006
135,0.01546
136,0.01098
139,0.43447
140,0.00051
141,0.00937
146,0.03041
148,0.00005
151,0.01283
152,0.00127
154,0.33295
157,0.00264
158,0.05036
159,0.00029
161,0.96330
164,0.00205
165,0.00860
167,0.00376
168,0.00203
169,0.00013
171,0.00119
172,0.00405
173,0.07440
174,0.00021
175,0.00094
176,0.21309
178,0.00019
179,0.00117
180,0.08075
181,0.00024
182,0.00495
183,0.00054
184,0.19689
185,0.00969
187,0.02012
188,0.33494
190,0.00314
191,0.05082
192,0.00971
195,0.95551
196,0.15336
198,0.00003
201,0.62468
202,0.03669
203,0.89199
204,0.01093
207,0.01580
213,0.01965
219,0.08709
220,0.00213
222,0.00170
226,0.95890
228,0.39703
230,0.00071
231,0.00003
232,0.56068
233,0.80215
234,0.15109
236,0.73698
237,0.00000
238,0.02920
240,0.00004
241,0.01147
242,0.00153
243,0.00233
245,0.06092
246,0.00951
247,0.00106
249,0.00748
250,0.70983
251,0.90782
252,0.06789
253,0.00905
254,0.07628
255,0.00002
256,0.00343
257,0.00005
258,0.12384
259,0.06621
260,0.01703
262,0.00005
267,0.22148
268,0.00056
270,0.79215
272,0.39437
273,0.01730
274,0.40881
275,0.03127
276,0.00016
277,0.00271
278,0.00004
279,0.00811
281,0.10473
282,0.00331
283,0.78555
287,0.02554
288,0.00036
289,0.19512
290,0.03338
291,0.00749
292,0.04186
293,0.02288
294,0.00381
295,0.00053
296,0.00029
297,0.02210
298,0.00029
299,0.01180
300,0.00024
303,0.00038
304,0.00054
308,0.01327
314,0.00481
315,0.00392
317,0.00176
318,0.00007
320,0.00908
322,0.05146
323,0.01074
327,0.00001
329,0.00002
331,0.34732
332,0.01520
333,0.00045
334,0.00112
335,0.02195
336,0.00006
337,0.00757
341,0.08245
343,0.00001
345,0.18304
347,0.24268
348,0.00000
349,0.74995
352,0.00186
353,0.00121
354,0.00256
355,0.70658
356,0.99786
357,0.05329
358,0.00000
359,0.00002
361,0.00008
362,0.23132
365,0.00038
366,0.00010
368,0.00114
369,0.93066
371,0.00270
373,0.95232
376,0.00154
377,0.00027
379,0.00023
381,0.00046
382,0.00468
383,0.37564
384,0.00054
385,0.00017
386,0.01794
387,0.00925
388,0.03765
390,0.00240
391,0.10113
392,0.00123
393,0.90524
394,0.00272
396,0.00308
400,0.00367
402,0.42030
403,0.00416
405,0.00029
407,0.78398
409,0.00018
411,0.04433
412,0.00175
414,0.16777
415,0.01114
416,0.05596
418,0.00879
419,0.00103
421,0.97759
422,0.17435
423,0.02798
424,0.00002
426,0.02943
427,0.00014
428,0.83814
436,0.01090
438,0.01050
442,0.00027
443,0.64589
445,0.00027
446,0.01101
447,0.00062
450,0.65910
452,0.03958
453,0.08113
455,0.00031
458,0.00077
459,0.01074
461,0.00364
463,0.03547
467,0.59790
470,0.16201
471,0.00050
472,0.01111
476,0.00140
477,0.94783
481,0.44369
482,0.00057
483,0.43896
485,0.00002
487,0.67237
488,0.17567
490,0.00032
492,0.00459
494,0.00005
497,0.04911
499,0.00201
500,0.00041
501,0.00147
503,0.88892
505,0.00537
506,0.00040
507,0.15392
509,0.00249
510,0.20283
511,0.05435
512,0.00180
514,0.98027
515,0.00405
516,0.13333
517,0.00149
519,0.28175
520,0.91665
521,0.06205
522,0.00005
523,0.00000
527,0.00003
530,0.00007
532,0.00791
534,0.01831
536,0.01215
539,0.00029
543,0.04424
547,0.01585
550,0.00702
551,0.00015
552,0.07472
553,0.00109
555,0.00005
556,0.04338
557,0.00910
558,0.58100
559,0.01703
560,0.00357
561,0.26699
565,0.00037
566,0.00299
567,0.00015
571,0.00000
572,0.00016
574,0.32976
575,0.11438
576,0.00000
577,0.02996
578,0.00574
579,0.88195
581,0.00329
587,0.17318
589,0.00112
590,0.21469
591,0.00126
592,0.00535
593,0.00982
594,0.00097
595,0.62025
596,0.09771
597,0.00010
598,0.10835
600,0.00050
602,0.01048
605,0.03413
606,0.86791
607,0.11043
612,0.06645
613,0.56812
614,0.01692
615,0.00273
616,0.96791
617,0.00164
618,0.03473
620,0.00000
621,0.04060
622,0.00063
623,0.19774
628,0.00061
631,0.00908
632,0.00018
633,0.01392
634,0.00877
635,0.05220
637,0.00322
638,0.31741
640,0.05803
643,0.00008
